Order_ID,Category,Region,Segment,Sales,Profit,Discount,Quantity,Customer_Rating,Delivery_Time_Days,Marketing_Spend,Competitor_Price_Index
83432,Category_23,International,Government,3981.79,1362.91,0.38,8,1.6,8,136.22,0.86
83433,Category_22,Central,Enterprise,2900.88,-189.43,0.06,7,1.9,9,1019.36,0.91
83434,Category_12,International,SME,2674.47,-244.5,0.1,5,2.6,2,682.38,1.05
83435,Category_21,North-East,Corporate,2022.19,-32.18,0.32,2,4.0,1,1388.21,1.07
83436,Category_3,North-East,Enterprise,3576.48,532.3,0.42,4,4.2,2,1159.14,1.18
83437,Category_3,Central,Consumer,3069.06,794.3,0.2,5,3.4,8,1710.03,1.11
83438,Category_6,North,Home Office,4311.86,1366.34,0.15,6,4.3,9,1577.77,0.82
83439,Category_22,Central,Corporate,2835.12,-259.38,0.34,9,1.8,11,1453.21,0.82
83440,Category_21,Central,SME,4866.09,1060.79,0.03,4,1.0,4,1149.39,1.01
83441,Category_19,North-East,Enterprise,1683.91,-202.82,0.3,2,3.1,8,321.9,0.88
83442,Category_12,South,SME,1943.25,-158.41,0.45,4,2.0,13,1935.81,1.06
83443,Category_16,South,Government,3666.78,-480.93,0.37,8,2.6,10,1598.77,1.08
83444,Category_18,East,Government,1931.64,491.52,0.41,1,4.7,6,1772.84,1.15
83445,Category_4,Central,SME,1192.42,-408.74,0.12,8,3.1,12,725.68,1.01
83446,Category_20,South,Home Office,2670.23,1136.94,0.29,17,1.7,10,1996.23,0.99
83447,Category_13,South,Enterprise,2272.39,1399.44,0.08,11,3.9,10,1715.4,0.98
83448,Category_13,South,Enterprise,1148.52,-252.0,0.31,14,3.2,13,1244.59,1.01
83449,Category_2,International,Enterprise,1518.99,1113.62,0.19,13,1.7,10,413.33,0.93
83450,Category_9,North-East,Enterprise,4796.19,727.51,0.31,19,2.8,2,1072.37,0.99
83451,Category_11,East,Enterprise,3052.23,-446.96,0.24,2,4.8,5,1905.2,1.07
83452,Category_3,Central,Consumer,3450.43,-350.13,0.01,12,3.4,10,1177.81,0.88
83453,Category_17,West,SME,4966.88,-101.65,0.49,18,3.6,3,773.22,0.92
83454,Category_12,North-East,Government,1586.39,-351.68,0.0,12,2.0,13,731.63,0.86
83455,Category_5,International,Enterprise,1412.54,919.36,0.19,5,1.2,1,792.17,1.11
83456,Category_14,South,Home Office,2385.71,469.37,0.42,4,4.1,9,899.37,0.92
83457,Category_19,North,Government,1941.44,822.83,0.35,18,1.1,14,1635.48,1.1
83458,Category_22,North,Government,4363.84,388.52,0.18,18,4.4,5,309.43,1.01
83459,Category_17,West,Consumer,1535.02,326.39,0.42,18,4.8,6,1408.1,1.1
83460,Category_4,South,SME,2341.34,255.07,0.13,19,3.5,1,506.84,0.86
83461,Category_1,International,Consumer,1635.58,602.8,0.29,18,1.7,2,507.81,0.86
83462,Category_17,North-East,SME,3648.23,843.68,0.45,13,4.2,6,392.56,1.05
83463,Category_10,West,Government,448.54,-190.11,0.22,16,3.1,14,182.16,0.89
83464,Category_8,Central,Enterprise,2811.61,901.67,0.3,11,1.6,12,403.14,1.01
83465,Category_11,North,Home Office,3311.75,425.09,0.17,4,1.6,14,354.55,1.18
83466,Category_20,South,Corporate,2823.91,-211.69,0.43,15,2.7,8,597.01,0.89
83467,Category_10,Central,Enterprise,2810.69,880.19,0.34,11,4.3,13,1010.95,0.86
83468,Category_19,Central,Corporate,976.86,1330.38,0.44,18,1.5,12,1121.83,0.97
83469,Category_6,Central,SME,144.2,865.47,0.39,18,3.0,8,1992.25,0.84
83470,Category_11,North-East,SME,298.97,39.01,0.48,19,1.8,14,264.39,0.94
83471,Category_16,West,SME,469.11,671.93,0.13,18,1.9,8,416.47,1.19
83472,Category_10,Central,Government,1270.41,1249.52,0.41,14,2.2,7,1171.24,1.08
83473,Category_25,East,Enterprise,3223.43,-265.38,0.27,3,4.6,7,351.47,0.91
83474,Category_22,International,Enterprise,1780.34,1094.83,0.06,8,1.1,2,488.78,1.05
83475,Category_1,International,SME,163.59,195.22,0.05,3,1.1,14,422.71,0.93
83476,Category_8,North-East,Government,1261.47,946.03,0.21,19,2.5,11,1132.9,1.11
83477,Category_17,East,Home Office,1893.83,-189.67,0.23,11,1.4,12,1762.38,0.94
83478,Category_19,West,Government,649.36,-295.57,0.05,18,4.7,8,340.47,1.09
83479,Category_9,International,Home Office,3986.3,446.73,0.32,17,3.6,10,1287.39,1.01
83480,Category_20,West,Home Office,2692.97,17.5,0.45,11,3.0,5,241.05,1.17
83481,Category_8,International,Government,1885.95,1410.45,0.23,8,4.4,13,1942.11,0.95
83482,Category_9,North,Enterprise,1426.27,1406.84,0.4,18,3.1,13,361.32,1.05
83483,Category_16,South,Enterprise,3789.76,-332.01,0.09,15,2.7,9,1048.05,0.8
83484,Category_14,West,Consumer,4298.05,39.5,0.49,16,1.4,14,1382.45,0.84
83485,Category_24,East,Enterprise,2435.02,-296.99,0.25,6,3.5,12,756.97,0.95
83486,Category_6,North-East,SME,4955.78,-190.17,0.49,18,2.5,1,1017.55,1.13
83487,Category_9,South,Government,2452.69,487.71,0.3,18,4.5,12,258.19,0.85
83488,Category_11,West,Consumer,2141.62,53.99,0.31,6,1.9,3,1944.66,0.81
83489,Category_22,Central,SME,4700.23,1380.96,0.18,17,4.9,8,951.59,1.14
83490,Category_15,West,SME,3368.06,-146.87,0.03,16,2.3,1,731.3,1.19
83491,Category_15,North-East,Consumer,2563.96,-293.55,0.44,14,4.8,8,283.78,1.13
83492,Category_5,East,Corporate,3747.13,1068.65,0.06,10,1.0,7,993.39,1.04
83493,Category_8,South,Enterprise,444.61,430.88,0.24,4,1.7,12,1402.33,1.11
83494,Category_20,Central,Home Office,1768.42,650.98,0.48,4,2.1,6,1672.01,1.11
83495,Category_3,Central,Consumer,191.56,-84.36,0.38,19,4.8,3,528.13,1.11
83496,Category_20,East,SME,682.04,1251.09,0.28,1,3.4,7,314.76,1.15
83497,Category_25,North-East,Enterprise,4548.48,378.03,0.13,5,3.4,9,814.65,0.9
83498,Category_4,Central,Government,3432.13,420.94,0.39,9,1.1,4,853.61,0.8
83499,Category_7,International,Government,1559.91,457.24,0.44,4,4.6,2,294.97,0.98
83500,Category_17,International,Home Office,509.42,-47.27,0.16,14,5.0,9,1440.44,1.0
83501,Category_12,East,Home Office,3409.09,-187.47,0.44,12,3.8,1,1810.35,1.18
83502,Category_6,West,SME,988.57,425.35,0.42,17,4.4,9,429.0,1.2
83503,Category_24,East,Enterprise,4374.37,-459.73,0.03,19,3.1,3,142.37,1.11
83504,Category_23,International,Home Office,2046.53,807.81,0.29,1,1.0,14,481.76,0.88
83505,Category_21,International,Consumer,1229.52,-159.93,0.17,13,2.8,7,1206.0,0.92
83506,Category_4,North-East,Home Office,1392.83,28.78,0.24,4,4.4,9,1312.69,0.9
83507,Category_18,East,Enterprise,2245.25,-321.28,0.26,4,2.4,10,1536.15,0.93
83508,Category_16,West,Home Office,3794.3,-207.78,0.02,4,1.5,3,858.93,1.04
83509,Category_1,North,Consumer,827.49,50.25,0.07,13,4.2,1,1734.51,1.01
83510,Category_17,Central,Government,4315.48,768.67,0.14,11,1.6,4,1774.2,0.9
83511,Category_5,East,Corporate,1428.09,-7.47,0.06,11,2.6,14,466.67,0.97
83512,Category_25,North-East,SME,1770.68,1490.75,0.16,10,3.9,9,888.01,1.16
83513,Category_23,North-East,Home Office,538.02,570.4,0.34,6,2.9,5,274.89,0.96
83514,Category_18,West,Enterprise,4479.36,-220.03,0.07,10,4.6,2,592.99,0.92
83515,Category_6,North-East,SME,2936.83,1036.35,0.09,4,1.0,9,1421.88,1.1
83516,Category_23,East,Consumer,339.45,752.22,0.45,7,1.1,8,239.92,1.19
83517,Category_13,International,Enterprise,1460.88,1119.51,0.32,9,4.7,3,198.45,1.19
83518,Category_8,East,SME,910.13,657.94,0.3,8,4.1,1,1456.28,0.87
83519,Category_25,North,Enterprise,2851.38,-333.95,0.12,18,3.5,13,110.13,0.81
83520,Category_19,Central,SME,405.14,978.1,0.2,6,1.3,10,777.46,1.18
83521,Category_16,West,Home Office,2713.64,-240.17,0.41,1,4.8,9,537.41,0.92
83522,Category_18,South,Consumer,4780.66,855.8,0.07,19,3.4,14,440.09,0.97
83523,Category_7,International,Government,2953.42,237.53,0.08,6,3.4,11,1825.25,0.93
83524,Category_24,West,Enterprise,1003.25,1450.61,0.5,10,3.7,2,1343.39,0.83
83525,Category_9,West,Corporate,3778.64,367.96,0.43,6,4.7,12,786.23,0.88
83526,Category_21,East,SME,988.66,877.41,0.16,17,1.9,7,1039.01,0.88
83527,Category_25,Central,Consumer,504.32,1431.07,0.19,6,4.1,2,1270.6,1.01
83528,Category_1,North,Corporate,3413.6,739.97,0.25,3,1.7,13,466.48,1.18
83529,Category_9,International,Enterprise,4770.99,1171.58,0.1,4,2.0,2,1714.28,1.15
83530,Category_10,East,Enterprise,2716.87,1192.94,0.19,10,3.9,4,1146.56,0.81
83531,Category_21,International,Corporate,354.99,1112.36,0.06,2,2.4,5,1880.22,1.11
83532,Category_18,East,Government,4271.89,-368.34,0.32,2,5.0,3,1827.53,1.14
83533,Category_22,Central,Enterprise,114.08,354.75,0.29,16,2.3,4,1909.08,0.82
83534,Category_1,North-East,SME,148.7,308.53,0.1,4,2.8,9,154.5,1.0
83535,Category_13,East,Consumer,108.05,270.91,0.13,2,3.9,5,659.09,0.95
83536,Category_14,North,Enterprise,3789.03,577.73,0.25,6,4.9,5,1672.24,0.98
83537,Category_23,West,Government,2111.56,488.41,0.34,3,1.8,3,1697.41,1.13
83538,Category_7,North,Government,4708.94,-426.31,0.49,9,2.3,8,1943.84,0.88
83539,Category_8,North,Corporate,2851.52,-50.75,0.42,17,3.0,1,1492.29,0.81
83540,Category_1,International,Consumer,2793.97,1412.72,0.11,4,2.2,4,284.5,1.04
83541,Category_2,North-East,Home Office,3850.68,208.31,0.04,13,1.9,10,1313.1,0.88
83542,Category_11,West,Corporate,2027.19,-450.89,0.46,8,3.6,9,1579.39,0.96
83543,Category_1,South,Enterprise,545.08,1291.95,0.4,9,4.4,5,1592.68,0.91
83544,Category_24,South,Corporate,3966.35,545.46,0.38,5,4.8,5,1721.79,1.17
83545,Category_12,South,Enterprise,4290.42,-396.07,0.32,7,3.7,5,106.69,1.19
83546,Category_8,East,Home Office,4962.66,984.52,0.35,9,2.4,12,460.55,0.8
83547,Category_3,International,Corporate,4664.91,81.58,0.46,12,4.7,13,52.64,0.92
83548,Category_10,International,Government,922.59,-66.35,0.48,10,2.1,13,1435.57,0.82
83549,Category_15,Central,SME,4803.74,1147.18,0.47,12,1.2,2,61.15,0.93
83550,Category_12,North-East,SME,2831.86,738.69,0.2,9,4.8,10,1148.74,0.85
83551,Category_2,International,Government,1726.48,1068.89,0.22,14,4.4,13,1568.14,1.13
83552,Category_25,East,SME,1113.88,1119.9,0.14,10,2.1,7,1483.81,1.01
83553,Category_5,North-East,SME,4703.95,1050.22,0.29,2,1.5,13,1458.97,0.89
83554,Category_9,East,Corporate,187.35,206.17,0.29,19,3.4,7,275.64,0.83
83555,Category_18,North,Consumer,1548.91,518.45,0.1,17,4.4,11,1830.01,0.85
83556,Category_6,International,Enterprise,2021.04,282.72,0.22,8,1.2,11,1337.83,1.19
83557,Category_11,North-East,SME,3990.42,738.77,0.2,16,1.5,9,604.79,0.97
83558,Category_14,South,SME,1894.05,195.79,0.2,4,3.7,7,1778.77,1.19
83559,Category_1,North,Government,4291.54,-180.66,0.38,15,3.1,11,73.89,1.1
83560,Category_23,East,Government,1451.24,-335.18,0.27,15,1.2,9,960.62,0.81
83561,Category_4,East,Corporate,2079.1,-476.8,0.01,19,4.1,7,536.82,1.16
83562,Category_7,West,Consumer,573.22,1000.94,0.41,9,3.5,10,1484.48,1.16
83563,Category_9,North,Corporate,935.88,383.08,0.24,16,3.8,2,488.94,1.11
83564,Category_17,North,Home Office,3007.5,661.74,0.28,19,1.4,8,601.61,0.91
83565,Category_17,East,Consumer,211.33,-276.12,0.09,9,4.0,10,1114.08,1.11
83566,Category_11,North,Enterprise,2526.36,269.81,0.02,16,4.8,14,1462.48,0.82
83567,Category_23,North-East,Corporate,4563.74,404.48,0.21,8,3.7,14,1855.37,0.84
83568,Category_12,International,Corporate,3300.82,183.66,0.42,4,2.9,12,1416.12,0.95
83569,Category_15,Central,Consumer,2260.34,-60.27,0.33,15,2.4,1,1295.51,1.15
83570,Category_2,North-East,Corporate,273.24,309.57,0.29,4,2.8,2,1838.19,0.82
83571,Category_8,North-East,Consumer,2693.72,1022.25,0.42,3,1.5,12,703.89,1.05
83572,Category_20,South,Enterprise,2160.9,272.55,0.36,16,3.2,2,486.12,0.87
83573,Category_23,East,Corporate,2510.04,600.47,0.41,6,2.1,3,801.86,1.19
83574,Category_2,Central,Corporate,3525.35,-214.26,0.09,7,1.7,3,900.65,1.1
83575,Category_24,International,Consumer,1422.22,911.31,0.45,10,2.0,4,1783.2,1.17
83576,Category_6,Central,Corporate,2510.7,-40.81,0.23,12,2.6,13,1928.12,0.91
83577,Category_1,International,SME,464.22,1475.91,0.17,12,1.3,9,477.31,1.02
83578,Category_25,West,Home Office,397.57,1090.25,0.11,9,2.4,8,1683.83,0.92
83579,Category_18,South,Consumer,417.84,1272.76,0.24,14,1.6,3,1590.4,1.15
83580,Category_4,Central,Consumer,2267.84,318.81,0.45,18,1.5,11,104.93,1.02
83581,Category_25,Central,Government,3841.17,787.24,0.33,7,2.8,11,1838.75,1.18
83582,Category_8,West,SME,3720.8,-217.22,0.24,5,1.2,6,1805.1,0.83
83583,Category_8,International,Home Office,4561.3,88.24,0.22,19,3.8,5,891.56,1.03
83584,Category_14,West,Consumer,2878.06,1133.25,0.43,14,4.4,12,1746.1,0.97
83585,Category_20,International,Home Office,1764.44,570.12,0.32,1,2.3,6,740.0,0.8
83586,Category_14,Central,Enterprise,2375.84,1130.98,0.19,1,2.2,9,1036.58,0.91
83587,Category_1,South,Home Office,690.33,500.08,0.35,2,2.7,10,1697.99,0.89
83588,Category_20,International,Enterprise,1958.36,588.38,0.38,2,2.1,9,299.39,1.08
83589,Category_3,East,Government,3333.57,1284.21,0.47,10,2.7,3,288.55,0.99
83590,Category_15,North,Enterprise,2117.97,1197.84,0.31,11,1.8,7,1322.77,0.83
83591,Category_19,North-East,Corporate,1110.64,189.37,0.04,19,2.2,12,906.09,1.17
83592,Category_1,North,Government,1688.31,751.95,0.46,14,4.4,11,1385.96,1.12
83593,Category_25,Central,Consumer,1571.34,875.51,0.43,18,1.1,12,1110.34,0.84
83594,Category_3,East,Government,562.17,91.3,0.15,3,2.9,13,1248.99,0.88
83595,Category_20,West,Consumer,4816.05,-238.11,0.13,9,3.4,5,799.06,0.83
83596,Category_1,North-East,Home Office,3435.92,856.7,0.46,19,1.7,11,1706.06,1.03
83597,Category_19,North,Corporate,1419.06,703.97,0.33,11,4.3,1,1453.08,0.97
83598,Category_17,Central,Consumer,2088.3,1459.98,0.3,9,4.1,8,1066.3,0.92
83599,Category_13,South,SME,3851.01,759.6,0.36,3,3.6,9,1009.3,1.13
83600,Category_20,East,Enterprise,4271.29,160.85,0.27,7,2.2,5,1311.01,0.82
83601,Category_16,West,SME,4266.61,609.63,0.12,4,4.6,1,400.76,0.83
83602,Category_12,North,SME,3638.76,1455.75,0.38,5,2.8,2,1425.26,1.01
83603,Category_7,East,Home Office,1719.17,506.83,0.04,16,1.8,12,369.11,0.94
83604,Category_24,East,SME,4599.97,132.86,0.12,8,2.7,7,1330.97,1.14
83605,Category_24,International,Enterprise,692.95,118.96,0.43,9,3.1,1,315.83,1.18
83606,Category_17,South,Home Office,4160.22,-305.25,0.18,1,3.1,5,143.95,1.1
83607,Category_11,North-East,Government,1850.29,-186.52,0.37,19,1.3,9,1103.74,0.94
83608,Category_22,East,Corporate,2751.31,558.77,0.02,4,4.4,9,950.02,1.17
83609,Category_8,South,Corporate,4194.55,-18.71,0.08,16,4.6,7,107.17,0.99
83610,Category_10,North,Government,4235.84,1370.28,0.31,12,2.0,7,651.53,1.04
83611,Category_16,International,SME,531.01,805.79,0.33,13,2.3,7,1776.7,1.11
83612,Category_10,International,Enterprise,592.86,1333.03,0.24,11,2.9,8,942.28,0.91
83613,Category_24,International,Government,2492.28,-202.32,0.09,15,3.1,9,1538.9,0.83
83614,Category_25,Central,Consumer,1564.12,541.83,0.41,13,1.2,3,613.77,0.98
83615,Category_8,South,Enterprise,4678.09,1499.79,0.22,8,2.4,4,1827.66,1.18
83616,Category_5,Central,Consumer,1688.63,473.71,0.43,6,2.6,5,1995.49,1.08
83617,Category_17,International,SME,1022.36,367.82,0.32,7,1.6,5,1644.31,0.9
83618,Category_13,Central,Corporate,2922.12,573.23,0.49,13,1.4,2,1103.06,0.92
83619,Category_25,International,Consumer,1608.61,652.39,0.17,9,3.3,11,1172.88,0.91
83620,Category_10,North-East,Consumer,1182.11,684.64,0.42,18,1.4,8,1653.69,1.08
83621,Category_10,North-East,Consumer,3811.35,1250.41,0.22,13,3.8,12,1643.07,0.86
83622,Category_21,International,SME,791.44,231.45,0.41,5,2.1,11,1580.17,1.01
83623,Category_23,East,Consumer,1508.73,349.42,0.47,18,1.6,13,1668.89,1.1
83624,Category_12,West,Home Office,4767.59,172.21,0.09,2,3.5,7,1147.88,0.88
83625,Category_12,South,SME,4783.51,599.47,0.15,11,4.2,5,1456.09,1.06
83626,Category_7,South,SME,586.31,1353.99,0.08,5,2.0,11,1431.09,0.91
83627,Category_11,West,Home Office,471.26,1451.16,0.18,11,3.7,8,383.26,1.19
83628,Category_20,International,SME,3968.12,-75.23,0.09,15,2.7,8,435.12,0.84
83629,Category_24,South,Government,4828.53,252.61,0.24,17,4.8,8,74.31,1.18
83630,Category_25,Central,Enterprise,1337.26,425.66,0.21,11,3.9,9,431.3,0.91
83631,Category_12,International,Corporate,2195.97,503.45,0.05,6,4.5,10,171.79,0.82
83632,Category_4,West,Government,3534.49,182.6,0.33,16,4.6,3,1459.38,0.88
83633,Category_18,North,SME,3772.99,340.43,0.04,19,2.2,11,1373.05,1.01
83634,Category_10,West,Government,2096.53,-293.11,0.19,16,2.2,12,381.1,1.12
83635,Category_20,North,Corporate,196.99,445.64,0.47,9,4.8,2,1551.99,0.99
83636,Category_2,Central,SME,4574.72,608.56,0.11,8,4.7,3,1947.57,1.16
83637,Category_1,East,SME,4930.18,-162.75,0.07,9,4.4,11,1712.4,0.97
83638,Category_14,Central,Corporate,4240.39,395.25,0.05,9,1.1,9,1415.56,0.88
83639,Category_17,West,Home Office,3179.87,1247.56,0.2,18,4.6,11,771.31,1.13
83640,Category_4,West,Consumer,198.66,696.45,0.08,4,1.5,10,247.1,1.0
83641,Category_25,North-East,Home Office,2922.92,203.36,0.4,8,1.6,9,198.72,0.84
83642,Category_9,East,SME,3657.78,-258.83,0.06,4,3.6,13,1680.12,0.91
83643,Category_7,South,Corporate,1118.86,1257.31,0.26,14,3.5,11,1375.06,0.98
83644,Category_21,International,SME,1093.13,674.91,0.43,1,1.7,5,1234.09,0.97
83645,Category_22,South,Corporate,4379.33,-82.03,0.22,15,4.7,12,887.06,0.84
83646,Category_17,East,Home Office,2619.48,850.87,0.32,8,2.8,1,1149.11,1.13
83647,Category_3,South,Enterprise,883.84,293.64,0.06,2,4.9,6,308.47,1.01
83648,Category_1,West,Home Office,3452.62,1342.03,0.47,8,1.1,1,1498.44,1.0
83649,Category_10,North,Enterprise,4749.82,463.07,0.18,19,1.2,11,245.54,1.07
83650,Category_5,South,SME,2318.7,1265.25,0.35,14,4.4,9,246.77,0.89
83651,Category_4,International,Home Office,4176.55,594.74,0.15,12,3.3,8,1771.98,1.07
83652,Category_19,South,Corporate,1315.69,45.89,0.45,4,2.6,9,127.77,1.19
83653,Category_6,North-East,Enterprise,2187.89,1294.33,0.29,4,5.0,13,845.24,1.17
83654,Category_6,International,Consumer,1564.81,993.68,0.02,7,2.0,14,1586.67,1.08
83655,Category_9,International,Home Office,215.42,798.85,0.13,15,2.4,3,1280.68,1.17
83656,Category_20,North-East,Government,2485.8,17.22,0.5,1,3.0,11,1414.7,1.13
83657,Category_9,South,Enterprise,164.21,1392.85,0.38,1,3.1,6,700.62,1.17
83658,Category_15,North,Government,4858.24,445.61,0.42,6,1.5,14,1076.47,0.87
83659,Category_20,East,SME,3266.54,1260.59,0.27,15,3.5,1,415.75,0.98
83660,Category_8,Central,SME,1047.23,1496.67,0.08,9,2.4,13,277.15,1.19
83661,Category_24,Central,Home Office,1517.19,1368.78,0.36,18,1.1,13,1333.13,0.83
83662,Category_2,International,Government,835.99,-475.23,0.36,18,3.7,2,1156.88,1.13
83663,Category_10,East,Government,3577.66,468.99,0.39,17,3.1,11,419.11,0.86
83664,Category_14,South,Consumer,1693.25,1049.54,0.22,4,4.9,14,99.47,0.84
83665,Category_24,International,Corporate,1288.11,1005.62,0.45,18,5.0,5,279.63,1.2
83666,Category_2,East,Home Office,2115.74,1003.55,0.1,14,2.1,14,1345.01,1.07
83667,Category_24,North-East,Corporate,3504.51,-321.0,0.45,7,4.0,3,938.22,0.95
83668,Category_22,North,Consumer,2796.46,956.47,0.21,15,1.9,11,1874.52,0.98
83669,Category_13,International,Government,2556.66,285.35,0.1,1,1.6,3,1222.25,1.09
83670,Category_19,Central,Government,1207.28,440.68,0.13,16,2.2,10,1300.66,1.09
83671,Category_7,International,Home Office,854.32,-268.05,0.47,7,1.6,7,1792.01,0.97
83672,Category_12,East,Government,2821.16,-470.11,0.24,14,1.5,12,178.49,0.83
83673,Category_6,Central,Enterprise,4613.96,552.62,0.23,1,1.7,8,364.46,1.17
83674,Category_3,North-East,Enterprise,760.8,273.33,0.1,12,3.4,9,1029.46,1.1
83675,Category_5,Central,Government,1982.18,492.35,0.4,3,2.6,4,1846.63,1.16
83676,Category_4,East,Home Office,2503.99,105.49,0.49,10,3.5,10,1151.25,1.05
83677,Category_14,South,Government,4061.05,760.84,0.15,13,4.7,13,507.98,0.89
83678,Category_6,North,Enterprise,620.87,-273.26,0.32,11,2.9,13,1210.5,0.95
83679,Category_17,Central,Consumer,2548.08,900.15,0.0,16,3.1,11,79.31,1.02
83680,Category_17,Central,Corporate,4256.05,547.49,0.09,17,2.3,12,100.87,0.87
83681,Category_24,West,Government,2766.57,804.78,0.34,17,2.2,8,1179.27,1.1
83682,Category_13,South,Corporate,1696.54,-192.49,0.19,6,4.4,13,1633.83,0.92
83683,Category_24,North,SME,2702.56,-69.13,0.2,18,4.2,2,897.49,1.16
83684,Category_12,International,SME,2459.87,1049.11,0.14,10,5.0,6,1442.65,0.82
83685,Category_25,Central,Consumer,3136.34,1091.16,0.19,7,2.7,5,1219.59,1.16
83686,Category_24,South,Enterprise,1445.14,635.68,0.18,7,4.6,5,1633.07,0.82
83687,Category_2,North-East,Corporate,4298.97,1175.17,0.34,5,2.0,9,1864.69,0.98
83688,Category_14,North,Corporate,3238.19,-37.72,0.49,9,3.7,11,586.44,1.03
83689,Category_5,South,Corporate,3220.19,-289.36,0.4,9,1.8,2,1573.73,1.16
83690,Category_8,North,Corporate,1725.44,515.37,0.45,11,2.8,13,146.2,1.08
83691,Category_15,West,Home Office,2025.81,917.35,0.05,1,3.4,3,734.33,1.15
83692,Category_9,International,Home Office,1144.13,1090.4,0.46,4,3.9,3,603.74,1.17
83693,Category_16,West,Consumer,1439.79,846.47,0.4,14,1.7,2,1056.5,1.09
83694,Category_13,International,Enterprise,3710.09,1424.62,0.19,8,2.0,11,115.98,1.06
83695,Category_22,West,Corporate,3596.72,941.19,0.36,14,2.2,2,1773.41,0.9
83696,Category_15,North-East,Government,2876.12,1160.15,0.26,9,1.0,14,1633.46,0.91
83697,Category_4,North,Enterprise,4284.12,809.83,0.11,11,4.8,2,336.62,0.82
83698,Category_25,East,Corporate,3062.22,1414.41,0.25,16,1.6,14,1274.37,0.88
83699,Category_16,West,Home Office,1517.52,-427.28,0.11,12,1.8,8,1137.93,1.04
83700,Category_12,North,Home Office,1223.23,1198.95,0.15,17,2.7,8,617.45,1.19
83701,Category_20,East,Enterprise,1716.21,399.79,0.11,14,2.4,12,816.12,0.92
83702,Category_22,International,Government,4583.55,-249.9,0.16,1,1.2,13,1087.02,1.2
83703,Category_12,International,Corporate,3847.69,296.02,0.06,12,2.9,5,542.45,0.99
83704,Category_15,Central,Home Office,4117.18,110.52,0.09,12,4.4,11,500.85,0.93
83705,Category_5,West,Corporate,139.91,1370.35,0.06,14,2.9,10,149.72,0.9
83706,Category_1,Central,Home Office,4131.94,-11.44,0.39,15,4.8,9,1449.22,1.06
83707,Category_20,East,Corporate,1100.3,1461.43,0.25,14,1.8,2,138.05,1.09
83708,Category_3,North,Government,1017.01,891.45,0.02,5,4.8,9,1667.21,1.0
83709,Category_8,East,Government,2163.26,1133.14,0.19,10,2.1,12,341.82,0.88
83710,Category_7,International,Corporate,2521.95,-442.78,0.04,17,3.5,5,1171.25,0.95
83711,Category_13,South,Consumer,3922.14,679.2,0.33,12,1.8,13,1848.54,1.0
83712,Category_10,West,Government,3775.95,777.49,0.2,1,2.2,3,1015.16,0.96
83713,Category_17,East,Consumer,4021.6,1366.47,0.18,13,4.0,11,1851.4,1.02
83714,Category_11,Central,SME,2768.18,249.53,0.37,10,2.5,3,461.58,0.81
83715,Category_8,North-East,Consumer,2488.45,592.5,0.05,16,3.7,3,284.31,1.08
83716,Category_23,East,Government,3411.51,-176.66,0.14,6,2.3,9,1144.48,0.99
83717,Category_15,East,Enterprise,1541.02,200.15,0.08,16,4.1,3,534.38,0.85
83718,Category_12,West,Consumer,4837.12,-34.34,0.34,10,3.5,10,1782.52,0.92
83719,Category_18,South,Home Office,529.13,965.68,0.22,7,3.5,10,1508.16,0.84
83720,Category_10,North,Home Office,3500.46,574.69,0.36,19,1.4,3,1859.24,1.16
83721,Category_12,South,Consumer,386.62,-337.85,0.09,10,1.2,1,579.21,0.99
83722,Category_4,West,SME,4888.07,1141.67,0.36,6,4.3,9,1463.51,1.05
83723,Category_15,South,Home Office,1283.7,956.04,0.33,3,3.1,12,972.03,0.91
83724,Category_18,North-East,Enterprise,415.55,117.13,0.2,2,4.9,4,1400.4,1.06
83725,Category_25,East,Enterprise,4967.66,1004.27,0.14,4,4.3,7,1511.61,0.87
83726,Category_13,North-East,Home Office,2238.49,-115.92,0.23,5,2.6,14,1804.61,1.13
83727,Category_24,North,Home Office,3499.79,1213.71,0.28,8,4.4,11,869.39,1.1
83728,Category_17,North-East,Corporate,3252.42,436.34,0.0,3,2.4,7,649.93,0.95
83729,Category_1,East,Government,3519.08,1397.96,0.27,7,2.0,8,816.36,1.05
83730,Category_24,North,SME,2434.04,511.74,0.32,10,4.2,7,875.03,0.96
83731,Category_5,North,Government,736.47,556.08,0.18,16,4.2,6,1430.77,0.85
83732,Category_17,International,Home Office,3868.59,-349.89,0.38,2,4.7,10,228.03,0.94
83733,Category_20,North-East,Enterprise,1162.65,1431.38,0.42,8,2.0,3,770.47,0.93
83734,Category_18,South,Corporate,1585.73,675.98,0.07,18,2.0,7,1783.96,0.96
83735,Category_9,North-East,Corporate,4259.89,-5.42,0.07,13,3.0,4,1918.12,0.99
83736,Category_10,North-East,Corporate,553.2,893.84,0.31,3,4.7,8,455.1,1.13
83737,Category_22,West,Home Office,2553.37,1119.31,0.43,10,4.7,4,1249.2,0.98
83738,Category_25,International,Home Office,4053.56,458.7,0.12,6,2.7,13,1589.56,1.0
83739,Category_17,Central,Home Office,2351.27,165.93,0.09,19,3.2,11,452.54,0.93
83740,Category_1,South,Corporate,4480.78,977.95,0.45,12,2.2,4,1260.12,1.06
83741,Category_4,North-East,Corporate,761.69,-259.94,0.14,6,2.2,11,1676.98,0.85
